location, x, y
WP01,  0.779500961304, 0.644883334637
WP02,  0.844109535217, 2.19446444511
WP03, -0.244120329618, 3.57991313934
WP04, -0.627237260342, 2.32464313507
WP05,  0.863449394703, 4.28301239014
WP06, -0.904737830162, 4.277821064
WP07, -1.95783567429,  4.18259096146
WP08, -1.74374198914,  2.28754687309
WP09, -2.08083200455,  0.966851711273
WP10, -1.24263572693,  0.0217330344021
ORIGIN, 0.0, 0.0
